Country,State,Zip,City,Tax Rate,Tax Name,Priority,Compound,Shipping,Tax Class
US,CA,94820-94820,*,8.5,CA Sales,1,1,1,standard
US,CA,94850-94903,*,9,CA Sales,1,1,1,standard
US,CA,94904-94904,*,8.5,CA Sales,1,1,1,standard
US,CA,94912-94913,*,9,CA Sales,1,1,1,standard
US,CA,94914-94914,*,8.5,CA Sales,1,1,1,standard
US,CA,94915-94915,*,9,CA Sales,1,1,1,standard
US,CA,94920-94920,*,8.5,CA Sales,1,1,1,standard
US,CA,94922-94923,*,8.25,CA Sales,1,1,1,standard
US,CA,94924-94925,*,8.5,CA Sales,1,1,1,standard
US,CA,94926-94928,*,8.75,CA Sales,1,1,1,standard
US,CA,94929-94929,*,8.5,CA Sales,1,1,1,standard
US,CA,94930-94930,*,9,CA Sales,1,1,1,standard
US,CA,94931-94931,*,8.75,CA Sales,1,1,1,standard
US,CA,94933-94942,*,8.5,CA Sales,1,1,1,standard
US,CA,94945-94945,*,9,CA Sales,1,1,1,standard
US,CA,94946-94946,*,8.5,CA Sales,1,1,1,standard
US,CA,94947-94949,*,9,CA Sales,1,1,1,standard
US,CA,94950-94950,*,8.5,CA Sales,1,1,1,standard
US,CA,94951-94955,*,8.25,CA Sales,1,1,1,standard
US,CA,94956-94971,*,8.5,CA Sales,1,1,1,standard
US,CA,94972-94972,*,8.25,CA Sales,1,1,1,standard
US,CA,94973-94974,*,8.5,CA Sales,1,1,1,standard
US,CA,94975-94975,*,8.25,CA Sales,1,1,1,standard
US,CA,94976-94977,*,8.5,CA Sales,1,1,1,standard
US,CA,94978-94978,*,9,CA Sales,1,1,1,standard
US,CA,94979-94979,*,8.5,CA Sales,1,1,1,standard
US,CA,94998-94998,*,9,CA Sales,1,1,1,standard
US,CA,94999-95001,*,8.25,CA Sales,1,1,1,standard
US,CA,95002-95002,*,8.75,CA Sales,1,1,1,standard
US,CA,95003-95003,*,8.25,CA Sales,1,1,1,standard
US,CA,95004-95004,*,7.5,CA Sales,1,1,1,standard
US,CA,95005-95007,*,8.25,CA Sales,1,1,1,standard
US,CA,95008-95009,*,9,CA Sales,1,1,1,standard
US,CA,95010-95010,*,8.75,CA Sales,1,1,1,standard
US,CA,95011-95011,*,9,CA Sales,1,1,1,standard
US,CA,95012-95012,*,7.5,CA Sales,1,1,1,standard
US,CA,95013-95015,*,8.75,CA Sales,1,1,1,standard
US,CA,95017-95018,*,8.25,CA Sales,1,1,1,standard
US,CA,95019-95019,*,8.5,CA Sales,1,1,1,standard
US,CA,95020-95021,*,8.75,CA Sales,1,1,1,standard
US,CA,95023-95024,*,8.5,CA Sales,1,1,1,standard
US,CA,95026-95032,*,8.75,CA Sales,1,1,1,standard
US,CA,95033-95033,*,8.25,CA Sales,1,1,1,standard
US,CA,95035-95038,*,8.75,CA Sales,1,1,1,standard
US,CA,95039-95039,*,7.5,CA Sales,1,1,1,standard
US,CA,95041-95041,*,8.25,CA Sales,1,1,1,standard
US,CA,95042-95042,*,8.75,CA Sales,1,1,1,standard
US,CA,95043-95043,*,7.5,CA Sales,1,1,1,standard
US,CA,95044-95044,*,8.75,CA Sales,1,1,1,standard
US,CA,95045-95045,*,7.5,CA Sales,1,1,1,standard
US,CA,95046-95061,*,8.75,CA Sales,1,1,1,standard
US,CA,95062-95062,*,8.25,CA Sales,1,1,1,standard
US,CA,95063-95064,*,8.75,CA Sales,1,1,1,standard
US,CA,95065-95067,*,8.25,CA Sales,1,1,1,standard
US,CA,95070-95071,*,8.75,CA Sales,1,1,1,standard
US,CA,95073-95073,*,8.25,CA Sales,1,1,1,standard
US,CA,95075-95075,*,7.5,CA Sales,1,1,1,standard
US,CA,95076-95077,*,8.5,CA Sales,1,1,1,standard
US,CA,95101-95196,*,8.75,CA Sales,1,1,1,standard
US,CA,95201-95201,*,8,CA Sales,1,1,1,standard
